path,label,client_id
/Users/admin/Desktop/Praksa/AML/Proba/LYT/LYT_0538.jpg,LYT,0
/Users/admin/Desktop/Praksa/AML/Proba/LYT/LYT_2761.jpg,LYT,0
/Users/admin/Desktop/Praksa/AML/Proba/EOS/EOS_0167.jpg,EOS,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_3762.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/MYO/MYO_1699.jpg,MYO,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_3008.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_5928.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/MYO/MYO_1580.jpg,MYO,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_0264.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_8192.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_8039.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_6835.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_5211.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/EOS/EOS_0168.jpg,EOS,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_1275.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_7822.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/MON/MON_0817.jpg,MON,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_0503.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/LYT/LYT_1927.jpg,LYT,0
/Users/admin/Desktop/Praksa/AML/Proba/MYO/MYO_0087.jpg,MYO,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_7462.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/MYO/MYO_2892.jpg,MYO,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_5117.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/LYT/LYT_0135.jpg,LYT,0
/Users/admin/Desktop/Praksa/AML/Proba/LYT/LYT_2301.jpg,LYT,0
/Users/admin/Desktop/Praksa/AML/Proba/MYO/MYO_1019.jpg,MYO,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_6465.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_0842.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/MYO/MYO_1427.jpg,MYO,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_1757.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/MON/MON_0033.jpg,MON,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_5671.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_6575.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_7422.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/LYT/LYT_0561.jpg,LYT,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_4519.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_2319.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/LYT/LYT_0057.jpg,LYT,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_7930.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/MON/MON_0241.jpg,MON,0
/Users/admin/Desktop/Praksa/AML/Proba/MYO/MYO_1973.jpg,MYO,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_0853.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/LYT/LYT_0613.jpg,LYT,0
/Users/admin/Desktop/Praksa/AML/Proba/MON/MON_0706.jpg,MON,0
/Users/admin/Desktop/Praksa/AML/Proba/LYT/LYT_0323.jpg,LYT,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_4835.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_8411.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_6444.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_8377.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/MYO/MYO_0910.jpg,MYO,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_0396.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/MON/MON_1787.jpg,MON,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_7841.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_6715.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/LYT/LYT_0314.jpg,LYT,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_6096.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_7188.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/MYO/MYO_2766.jpg,MYO,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_8207.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/MYO/MYO_2419.jpg,MYO,0
/Users/admin/Desktop/Praksa/AML/Proba/LYT/LYT_0631.jpg,LYT,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_1915.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/LYT/LYT_0151.jpg,LYT,0
/Users/admin/Desktop/Praksa/AML/Proba/LYT/LYT_3409.jpg,LYT,0
/Users/admin/Desktop/Praksa/AML/Proba/MYO/MYO_0971.jpg,MYO,0
/Users/admin/Desktop/Praksa/AML/Proba/MON/MON_1397.jpg,MON,0
/Users/admin/Desktop/Praksa/AML/Proba/LYT/LYT_1528.jpg,LYT,0
/Users/admin/Desktop/Praksa/AML/Proba/MON/MON_1130.jpg,MON,0
/Users/admin/Desktop/Praksa/AML/Proba/MON/MON_0954.jpg,MON,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_3347.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_7734.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/MON/MON_0618.jpg,MON,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_7517.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/MON/MON_0984.jpg,MON,0
/Users/admin/Desktop/Praksa/AML/Proba/LYT/LYT_3277.jpg,LYT,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_6510.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_4604.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/LYT/LYT_1580.jpg,LYT,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_0510.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_0511.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/LYT/LYT_2992.jpg,LYT,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_3624.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_8216.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/MON/MON_0713.jpg,MON,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_5751.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_2820.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_3349.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/LYT/LYT_1788.jpg,LYT,0
/Users/admin/Desktop/Praksa/AML/Proba/LYT/LYT_0630.jpg,LYT,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_7732.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_2799.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/LYT/LYT_3512.jpg,LYT,0
/Users/admin/Desktop/Praksa/AML/Proba/MYO/MYO_0448.jpg,MYO,0
/Users/admin/Desktop/Praksa/AML/Proba/MYO/MYO_2307.jpg,MYO,0
/Users/admin/Desktop/Praksa/AML/Proba/NGS/NGS_5801.jpg,NGS,0
/Users/admin/Desktop/Praksa/AML/Proba/MYO/MYO_0069.jpg,MYO,0
